,,,,,,,,,,
,,,BOM  (Bill of Materials) Makers Asylum TheThing+AF8-Main,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Item +ACM-,+ACo-Designator,+ACo-Qty,Manufacturer,+ACo-Mfg Part +ACM-,Description / Value,+ACo-Package/Footprint ,Type,Your Instructions / Notes,Datasheet,Digikey Link
1,BT1,1,Samtec Inc.,TSW+AC0-102+AC0-07+AC0-F+AC0-S,+ACI-Connector Header Through Hole 2 position 0.100+ACIAIg- (2.54mm)+ACI-,+ACI-1x02+AF8-P2.54mm+AF8-Vertical, male+ACI-,thru+AC0-hole,,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6129/tsw+AC0-xxx+AC0-xx+AC0-xxx+AC0-x+AC0-xx+AC0-xxx+AC0-mkt.pdf ,https://www.digikey.com/en/products/detail/samtec+AC0-inc/TSW+AC0-102+AC0-07+AC0-F+AC0-S/2685866 
2,D1,1,Diotec Semiconductor,1N4001,Diode 50 V 1A Through Hole DO+AC0-204AC (DO+AC0-41),+ACI-DO+AC0-41, pitch 10.16 mm+ACI-,thru+AC0-hole,,https://diotec.com/request/datasheet/1n4001.pdf ,https://www.digikey.com/en/products/detail/diotec+AC0-semiconductor/1N4001/13164614 
3,+ACI-J1, J2+ACI-,2,Samtec Inc.,TSW+AC0-104+AC0-07+AC0-F+AC0-S,+ACI-Connector Header Through Hole 4 position 0.100+ACIAIg- (2.54mm)+ACI-,+ACI-1x04+AF8-P2.54mm+AF8-Vertical, male+ACI-,thru+AC0-hole,,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6129/tsw+AC0-xxx+AC0-xx+AC0-xxx+AC0-x+AC0-xx+AC0-xxx+AC0-mkt.pdf ,https://www.digikey.com/en/products/detail/samtec+AC0-inc/TSW+AC0-104+AC0-07+AC0-F+AC0-S/2685892 
4,+ACI-J10, J11, J12, J13, J14, J3, J4, J5, J6, J7, J8, J9+ACI-,12,Samtec Inc.,TSW+AC0-103+AC0-07+AC0-F+AC0-S,+ACI-Connector Header Through Hole 3 position 0.100+ACIAIg- (2.54mm)+ACI-,+ACI-1x03+AF8-P2.54mm+AF8-Vertical, male+ACI-,thru+AC0-hole,,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6129/tsw+AC0-xxx+AC0-xx+AC0-xxx+AC0-x+AC0-xx+AC0-xxx+AC0-mkt.pdf ,https://www.digikey.com/en/products/detail/samtec+AC0-inc/TSW+AC0-103+AC0-07+AC0-F+AC0-S/2685877 
5,J17,1,Samtec Inc.,TSW+AC0-110+AC0-07+AC0-L+AC0-S+AC0-LL,+ACI-Connector Header Through Hole 10 position 0.100+ACIAIg- (2.54mm)+ACI-,+ACI-1x10+AF8-P2.54mm+AF8-Vertical, male+ACI-,thru+AC0-hole,,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6129/tsw+AC0-xxx+AC0-xx+AC0-xxx+AC0-x+AC0-xx+AC0-xxx+AC0-mkt.pdf ,https://www.digikey.com/en/products/detail/samtec+AC0-inc/TSW+AC0-110+AC0-07+AC0-L+AC0-S+AC0-LL/7871155 
6,+ACI-LED1A, LED2A, LED3A, LED1B, LED2B, LED3B+ACI-,6,Harwin Inc.,M20+AC0-7820542,+ACI-5 Position Receptacle Connector 0.100+ACIAIg- (2.54mm) Through Hole Gold+ACI-,+ACI-1x05+AF8-P2.54mm+AF8-Vertical, female+ACI-,thru+AC0-hole,,https://cdn.harwin.com/pdfs/M20+AC0-782.pdf ,https://www.digikey.com/en/products/detail/harwin+AC0-inc/M20+AC0-7820542/3727770 
7,+ACI-R1, R2+ACI-,2,Stackpole Electronics Inc,RNF18FTD10K0,+ACI-10 kOhms 1+ACU- 0.125W, 1/8W Through Hole Resistor Axial+ACI-,+ACI-0.071+ACIAIg- Dia x 0.130+ACIAIg- L (1.80mm x 3.30mm)+ACI-,thru+AC0-hole,,https://www.seielect.com/catalog/sei+AC0-rnf+AF8-rnmf.pdf ,https://www.digikey.com/en/products/detail/stackpole+AC0-electronics+AC0-inc/RNF18FTD10K0/1682757 
8,SW1,1,Same Sky (Formerly CUI Devices),SLW+AC0-864587+AC0-2A+AC0-RA+AC0-N+AC0-D,+ACI-Slide Switch SPDT Through Hole, Right Angle+ACI-,+ACI-8.6 X 4.5 X 8.7 MM, 2 MM RAISED+ACI-,thru+AC0-hole,,https://www.cuidevices.com/product/resource/slw+AC0-864587+AC0-2a+AC0-ra+AC0-n+AC0-d.pdf ,https://www.digikey.com/en/products/detail/same+AC0-sky+AC0-formerly+AC0-cui+AC0-devices/SLW+AC0-864587+AC0-2A+AC0-RA+AC0-N+AC0-D/24399384 
9,+ACI-U1A, U1B+ACI-,2,Harwin Inc.,M20+AC0-7821546,+ACI-15 Position Receptacle Connector 0.100+ACIAIg- (2.54mm) Through Hole Tin+ACI-,+ACI-1x15+AF8-P2.54mm+AF8-Vertical, female+ACI-,thru+AC0-hole,,https://cdn.harwin.com/pdfs/M20+AC0-782.pdf ,https://www.digikey.com/en/products/detail/harwin+AC0-inc/M20+AC0-7821546/3728254 
